Chrome	r5.49Start	r5.49Stop	DistBetween	LengthGene1	LengthGene2
3L	20252967	20258654	609	11176	5687
3L	20258914	20261661	260	5687	2747
3L	20261959	20288233	298	2747	26274
3L	20266489	20268435	0	26274	1946
3L	20288902	20290071	20467	1946	1169
3L	20290229	20295241	158	1169	5012
3L	20295531	20302611	290	5012	7080
3L	20297410	20299383	0	7080	1973
3L	20302754	20306566	3371	1973	3812
3L	20306732	20309677	166	3812	2945
3L	20310290	20313047	613	2945	2757
3L	20314052	20315458	1005	2757	1406
3L	20315477	20316309	19	1406	832
3L	20335734	20337419	19425	832	1685
3L	20338836	20341042	1417	1685	2206
3L	20341455	20346973	413	2206	5518
3L	20346549	20349732	0	5518	3183
3L	20349907	20351431	175	3183	1524
3L	20351612	20352920	181	1524	1308
3L	20352933	20354685	13	1308	1752
3L	20354943	20359824	258	1752	4881
3L	20360298	20363359	474	4881	3061
3L	20363413	20364846	54	3061	1433
3L	20364772	20368996	0	1433	4224
3L	20369342	20375498	346	4224	6156
3L	20375505	20377209	7	6156	1704
3L	20377529	20385013	320	1704	7484
3L	20384785	20386653	0	7484	1868
3L	20389388	20394709	2735	1868	5321
3L	20400203	20403666	5494	5321	3463
3L	20406704	20417409	3038	3463	10705
3L	20417524	20419171	115	10705	1647
3L	20419299	20420766	128	1647	1467
3L	20421062	20423575	296	1467	2513
3L	20423705	20425461	130	2513	1756
3L	20425568	20428256	107	1756	2688
3L	20428210	20429309	0	2688	1099
3L	20429350	20431470	41	1099	2120
3L	20431266	20432972	0	2120	1706
3L	20435519	20443680	2547	1706	8161
3L	20443632	20445964	0	8161	2332
3L	20447790	20457962	1826	2332	10172
3L	20453783	20455374	0	10172	1591
3L	20460044	20462692	4670	1591	2648
3L	20462774	20466823	82	2648	4049
3L	20466883	20467891	60	4049	1008
3L	20467566	20470103	0	1008	2537
3L	20477393	20488021	7290	2537	10628
3L	20485182	20490184	0	10628	5002
3L	20490423	20507207	239	5002	16784
3L	20492936	20494600	0	16784	1664
3L	20497286	20498800	2686	1664	1514
3L	20499132	20500475	332	1514	1343
3L	20507698	20512493	7223	1343	4795
3L	20512690	20513872	197	4795	1182
3L	20514109	20515535	237	1182	1426
3L	20515540	20519274	5	1426	3734
3L	20519676	20521010	402	3734	1334
3L	20521072	20533517	62	1334	12445
3L	20526809	20528435	0	12445	1626
3L	20590241	20613759	61806	1626	23518
3L	20630299	20634010	16540	23518	3711
3L	20685430	20688478	51420	3711	3048
3L	20705938	20712300	17460	3048	6362
3L	20707200	20708258	0	6362	1058
3L	20723691	20737608	15433	1058	13917
3L	20730669	20732530	0	13917	1861
3L	20761442	20762582	28912	1861	1140
3L	20762686	20763180	104	1140	494
3L	20763243	20764607	63	494	1364
3L	20764628	20770031	21	1364	5403
3L	20769866	20771364	0	5403	1498
3L	20771899	20773478	535	1498	1579
3L	20773450	20779297	0	1579	5847
3L	20779440	20781237	143	5847	1797
3L	20781986	20785877	749	1797	3891
3L	20790341	20791475	4464	3891	1134
3L	20791745	20793181	270	1134	1436
3L	20793510	20799953	329	1436	6443
3L	20799968	20802372	15	6443	2404
3L	20802769	20806432	397	2404	3663
3L	20806453	20809175	21	3663	2722
3L	20809218	20829148	43	2722	19930
3L	20810001	20811127	0	19930	1126
3L	20829282	20830135	18155	1126	853
3L	20830588	20831939	453	853	1351
3L	20832196	20834676	257	1351	2480
3L	20835087	20837440	411	2480	2353
3L	20837432	20878288	0	2353	40856
3L	20898895	20899431	20607	40856	536
3L	20918991	20942612	19560	536	23621
3L	20920926	20922290	0	23621	1364
3L	20948855	20949850	26565	1364	995
3L	20950034	20953270	184	995	3236
3L	20953498	20954486	228	3236	988
3L	20954637	20955655	151	988	1018
3L	20955755	20959862	100	1018	4107
3L	20959866	20963763	4	4107	3897
3L	20963912	20967800	149	3897	3888
3L	20971865	20972750	4065	3888	885
3L	20971865	20972750	0	885	885
3L	20984773	20986030	12023	885	1257
3L	20985914	21020534	0	1257	34620
3L	21021015	21023241	481	34620	2226
3L	21023380	21024460	139	2226	1080
3L	21024925	21026661	465	1080	1736
3L	21026654	21027303	0	1736	649
3L	21027635	21068544	332	649	40909
3L	21058952	21059338	0	40909	386
3L	21068681	21124259	9343	386	55578
3L	21116853	21117984	0	55578	1131
3L	21124546	21126410	6562	1131	1864
3L	21126350	21129453	0	1864	3103
3L	21129547	21165030	94	3103	35483
3L	21165953	21176378	923	35483	10425
3L	21166218	21168073	0	10425	1855
3L	21176413	21186228	8340	1855	9815
3L	21187854	21189953	1626	9815	2099
3L	21189931	21190838	0	2099	907
3L	21190511	21195982	0	907	5471
3L	21191361	21196332	0	5471	4971
3L	21196020	21201192	0	4971	5172
3L	21201248	21203184	56	5172	1936
3L	21203315	21209151	131	1936	5836
3L	21209095	21209939	0	5836	844
3L	21210001	21212340	62	844	2339
3L	21219709	21259603	7369	2339	39894
3L	21251120	21251858	0	39894	738
3L	21259780	21261435	7922	738	1655
3L	21261492	21263680	57	1655	2188
3L	21263822	21273343	142	2188	9521
3L	21273591	21274606	248	9521	1015
3L	21275090	21279062	484	1015	3972
3L	21279199	21283410	137	3972	4211
3L	21284960	21285900	1550	4211	940
3L	21287592	21289798	1692	940	2206
3L	21289863	21290903	65	2206	1040
3L	21293680	21294271	2777	1040	591
3L	21295376	21297758	1105	591	2382
3L	21297797	21299298	39	2382	1501
3L	21299238	21311120	0	1501	11882
3L	21311874	21327290	754	11882	15416
3L	21328315	21331332	1025	15416	3017
3L	21330781	21336816	0	3017	6035
3L	21337133	21348149	317	6035	11016
3L	21337868	21342388	0	11016	4520
3L	21348200	21349595	5812	4520	1395
3L	21350783	21352967	1188	1395	2184
3L	21353279	21354329	312	2184	1050
3L	21375601	21417516	21272	1050	41915
3L	21398525	21399838	0	41915	1313
3L	21413488	21426234	13650	1313	12746
3L	21420890	21426166	0	12746	5276
3L	21426522	21431739	356	5276	5217
3L	21431728	21434463	0	5217	2735
3L	21435327	21437919	864	2735	2592
3L	21438934	21441228	1015	2592	2294
3L	21467233	21469579	26005	2294	2346
3L	21477991	21483686	8412	2346	5695
3L	21484499	21485873	813	5695	1374
3L	21486183	21487007	310	1374	824
3L	21487119	21490594	112	824	3475
3L	21490649	21500638	55	3475	9989
3L	21494521	21497059	0	9989	2538
3L	21500952	21505849	3893	2538	4897
3L	21505241	21508987	0	4897	3746
3L	21509406	21515786	419	3746	6380
3L	21516286	21521263	500	6380	4977
3L	21521318	21522433	55	4977	1115
3L	21523059	21526813	626	1115	3754
3L	21527760	21529961	947	3754	2201
3L	21530100	21531682	139	2201	1582
3L	21531959	21532547	277	1582	588
3L	21532962	21534315	415	588	1353
3L	21535459	21536112	1144	1353	653
3L	21536950	21548028	838	653	11078
3L	21548473	21551326	445	11078	2853
3L	21552074	21555281	748	2853	3207
3L	21558526	21560885	3245	3207	2359
3L	21561159	21561998	274	2359	839
3L	21562276	21566623	278	839	4347
3L	21567231	21568974	608	4347	1743
3L	21579928	21606449	10954	1743	26521
3L	21606897	21610476	448	26521	3579
3L	21610723	21612973	247	3579	2250
3L	21613100	21618747	127	2250	5647
3L	21618995	21621671	248	5647	2676
3L	21621425	21627546	0	2676	6121
3L	21628405	21629351	859	6121	946
3L	21630047	21632160	696	946	2113
3L	21632459	21633810	299	2113	1351
3L	21634095	21635699	285	1351	1604
3L	21638058	21659406	2359	1604	21348
3L	21659552	21660080	146	21348	528
3L	21665239	21667618	5159	528	2379
3L	21667494	21672855	0	2379	5361
3L	21673150	21676331	295	5361	3181
3L	21677100	21678051	769	3181	951
3L	21683712	21699465	5661	951	15753
3L	21717426	21721906	17961	15753	4480
3L	21722032	21722794	126	4480	762
3L	21722775	21723554	0	762	779
3L	21723825	21724650	271	779	825
3L	21725906	21726587	1256	825	681
3L	21727199	21727888	612	681	689
3L	21730806	21731530	2918	689	724
3L	21732579	21733409	1049	724	830
3L	21734634	21735541	1225	830	907
3L	21736348	21737369	807	907	1021
3L	21738459	21763634	1090	1021	25175
3L	21750257	21751146	0	25175	889
3L	21762915	21764421	11769	889	1506
3L	21768131	21771105	3710	1506	2974
3L	21801803	21810700	30698	2974	8897
3L	21815097	21816409	4397	8897	1312
3L	21816561	21817671	152	1312	1110
3L	21817840	21820956	169	1110	3116
3L	21820874	21821580	0	3116	706
3L	21823644	21825353	2064	706	1709
3L	21825874	21829785	521	1709	3911
3L	21829765	21834456	0	3911	4691
3L	21834908	21835486	452	4691	578
3L	21837888	21925802	2402	578	87914
3L	21927804	21931736	2002	87914	3932
3L	21931734	21934912	0	3932	3178
3L	21935321	21942966	409	3178	7645
3L	21942925	21944650	0	7645	1725
3L	21948210	21951141	3560	1725	2931
3L	21955501	21963064	4360	2931	7563
3L	21965102	21977706	2038	7563	12604
3L	21978310	21980290	604	12604	1980
3L	22019330	22021425	39040	1980	2095
3L	22028103	22058379	6678	2095	30276
3L	22059007	22060316	628	30276	1309
3L	22060344	22064948	28	1309	4604
3L	22066168	22067623	1220	4604	1455
3L	22068156	22068856	533	1455	700
3L	22068967	22070587	111	700	1620
3L	22075820	22076467	5233	1620	647
3L	22129190	22240802	52723	647	111612
3L	22250849	22256021	10047	111612	5172
3L	22256469	22259117	448	5172	2648
3L	22258906	22259779	0	2648	873
3L	22260668	22266845	889	873	6177
3L	22267085	22277435	240	6177	10350
3L	22277454	22281295	19	10350	3841
3L	22281765	22285910	470	3841	4145
3L	22286144	22400963	234	4145	114819
3L	22322878	22323757	0	114819	879
3L	22447473	22449089	123716	879	1616
3L	22451916	22454231	2827	1616	2315
3L	22459932	22461176	5701	2315	1244
3L	22461962	22462953	786	1244	991
3L	22463656	22466609	703	991	2953
3L	22467895	22468892	1286	2953	997
3L	22494700	22495604	25808	997	904
3L	22496094	22496930	490	904	836
3L	22497011	22497523	81	836	512
3L	22497587	22498318	64	512	731
3L	22541537	22542442	43219	731	905
3L	22543326	22545119	884	905	1793
3L	22575504	22631016	30385	1793	55512
3L	22599469	22600226	0	55512	757
3L	22638727	22639336	38501	757	609
3L	22639407	22640059	71	609	652
3L	22640287	22640848	228	652	561
3L	22641027	22641619	179	561	592
3L	22641772	22642387	153	592	615
3L	22642496	22643088	109	615	592
3L	22644955	22645625	1867	592	670
3L	22663056	22673134	17431	670	10078
3L	22679460	22680187	6326	10078	727
3L	22680322	22681388	135	727	1066
3L	22684774	22685628	3386	1066	854
3L	22687183	22687748	1555	854	565
3L	22689053	22689535	1305	565	482
3L	22690330	22690773	795	482	443
3L	22705255	22706760	14482	443	1505
3L	22707413	22710677	653	1505	3264
3L	22710828	22712845	151	3264	2017
3L	22714330	22715191	1485	2017	861
3L	22717333	22719334	2142	861	2001
3L	22719334	22720889	0	2001	1555
3L	22721211	22726546	322	1555	5335
3L	22722866	22724700	0	5335	1834
3L	22726252	22731520	1552	1834	5268
3L	22731702	22734488	182	5268	2786
3L	22742544	22780687	8056	2786	38143
3L	22781539	22782347	852	38143	808
3L	22782333	22828294	0	808	45961
3L	22830168	22831270	1874	45961	1102
3L	22845370	22846612	14100	1102	1242
3L	22847683	22849159	1071	1242	1476
3L	22853887	22854590	4728	1476	703
3L	22856964	22857596	2374	703	632
3L	22857700	22860635	104	632	2935
3L	22860588	22861343	0	2935	755
3L	22861479	22865331	136	755	3852
3L	22865300	22866802	0	3852	1502
3L	22866802	22871868	0	1502	5066
3L	22872189	22874063	321	5066	1874
3L	22874145	22886921	82	1874	12776
3L	22891844	22893362	4923	12776	1518
3L	22895034	22898570	1672	1518	3536
3L	22903591	22916632	5021	3536	13041
3L	22938759	22945348	22127	13041	6589
3L	22947521	22948402	2173	6589	881
3L	22980742	22981362	32340	881	620
3L	22991472	23033400	10110	620	41928
3L	23086290	23088571	52890	41928	2281
3L	23090439	23096560	1868	2281	6121
3L	23119125	23125309	22565	6121	6184
3L	23140756	23143599	15447	6184	2843
3L	23167567	23178791	23968	2843	11224
3L	23199769	23280229	20978	11224	80460
3L	23311746	23331200	31517	80460	19454
3L	23332426	23339038	1226	19454	6612
3L	23547693	23682740	208655	6612	135047
3L	23708123	23709789	25383	135047	1666
3L	23719929	23721089	10140	1666	1160
3L	23731060	23742158	9971	1160	11098
3L	23832960	23979510	90802	11098	146550
3L	24003031	24004463	23521	146550	1432
3L	24021615	24028959	17152	1432	7344
3L	24067329	24292305	38370	7344	224976
3L	24317967	24394755	25662	224976	76788
3L	24527189	24528567	132434	76788	1378
3L	24530335	24536634	1768	1378	6299
3R	12685	21933	212	12119	9248
3R	12685	21933	0	9248	9248
3R	15414	15982	0	9248	568
3R	17007	21933	1025	568	4926
3R	22928	30294	995	4926	7366
3R	30215	41036	0	7366	10821
3R	37505	53240	0	10821	15735
3R	44185	45852	0	15735	1667
3R	53109	54960	7257	1667	1851
3R	56501	58064	1541	1851	1563
3R	58769	60763	705	1563	1994
3R	60939	66780	176	1994	5841
3R	66767	68439	0	5841	1672
3R	69328	71233	889	1672	1905
3R	69328	71233	0	1905	1905
3R	72742	74035	1509	1905	1293
3R	74445	76518	410	1293	2073
3R	77616	78765	1098	2073	1149
3R	80430	81555	1665	1149	1125
3R	82694	84166	1139	1125	1472
3R	92492	94038	8326	1472	1546
3R	94943	103515	905	1546	8572
3R	105943	130357	2428	8572	24414
3R	117996	120562	0	24414	2566
3R	133630	135557	13068	2566	1927
3R	135369	136669	0	1927	1300
3R	137277	140094	608	1300	2817
3R	140177	144791	83	2817	4614
3R	145405	152101	614	4614	6696
3R	153536	159793	1435	6696	6257
3R	160601	165287	808	6257	4686
3R	160820	161228	0	4686	408
3R	163477	165636	2249	408	2159
3R	170737	172368	5101	2159	1631
3R	185605	192577	13237	1631	6972
3R	204322	206932	11745	6972	2610
3R	207028	212740	96	2610	5712
3R	213464	215535	724	5712	2071
3R	216088	217833	553	2071	1745
3R	217433	219981	0	1745	2548
3R	221701	223597	1720	2548	1896
3R	224280	227749	683	1896	3469
3R	226232	227739	0	3469	1507
3R	228771	232914	1032	1507	4143
3R	232949	241835	35	4143	8886
3R	242160	243387	325	8886	1227
3R	248205	255057	4818	1227	6852
3R	252752	253922	0	6852	1170
3R	255639	259617	1717	1170	3978
3R	259687	261897	70	3978	2210
3R	261944	263051	47	2210	1107
3R	263109	267050	58	1107	3941
3R	267137	288605	87	3941	21468
3R	291143	304929	2538	21468	13786
3R	306534	309937	1605	13786	3403
3R	310730	313399	793	3403	2669
3R	317665	383789	4266	2669	66124
3R	330334	332087	0	66124	1753
3R	358970	359662	26883	1753	692
3R	367078	368937	7416	692	1859
3R	403661	404366	34724	1859	705
3R	438592	459030	34226	705	20438
3R	463732	467560	4702	20438	3828
3R	467685	470358	125	3828	2673
3R	467685	469014	0	2673	1329
3R	470371	471377	1357	1329	1006
3R	471703	474606	326	1006	2903
3R	474898	480346	292	2903	5448
3R	480522	483707	176	5448	3185
3R	485301	537915	1594	3185	52614
3R	538604	539904	689	52614	1300
3R	545180	557600	5276	1300	12420
3R	559376	574778	1776	12420	15402
3R	575757	603212	979	15402	27455
3R	576131	598919	0	27455	22788
3R	603219	606024	4300	22788	2805
3R	606842	610444	818	2805	3602
3R	612006	637788	1562	3602	25782
3R	634058	637783	0	25782	3725
3R	639057	641747	1274	3725	2690
3R	642055	643498	308	2690	1443
3R	643702	647154	204	1443	3452
3R	655633	656235	8479	3452	602
3R	656571	657019	336	602	448
3R	678535	695701	21516	448	17166
3R	701727	704255	6026	17166	2528
3R	732344	735803	28089	2528	3459
3R	736274	771298	471	3459	35024
3R	774477	778404	3179	35024	3927
3R	779228	780974	824	3927	1746
3R	782721	787073	1747	1746	4352
3R	791167	794207	4094	4352	3040
3R	807721	809954	13514	3040	2233
3R	812222	836753	2268	2233	24531
3R	903749	912749	66996	24531	9000
3R	934400	934900	21651	9000	500
3R	953809	955661	18909	500	1852
3R	962779	964711	7118	1852	1932
3R	976630	995843	11919	1932	19213
3R	985334	986623	0	19213	1289
3R	998202	1043178	11579	1289	44976
3R	1043473	1045168	295	44976	1695
3R	1045379	1047270	211	1695	1891
3R	1047354	1049087	84	1891	1733
3R	1049861	1050492	774	1733	631
3R	1051880	1053248	1388	631	1368
3R	1053011	1057931	0	1368	4920
3R	1058265	1062010	334	4920	3745
3R	1061814	1063037	0	3745	1223
3R	1063373	1077467	336	1223	14094
3R	1065736	1066457	0	14094	721
3R	1078875	1081125	12418	721	2250
3R	1081166	1082403	41	2250	1237
3R	1082759	1095232	356	1237	12473
3R	1084058	1088414	0	12473	4356
3R	1095838	1176165	7424	4356	80327
3R	1101400	1103557	0	80327	2157
3R	1125867	1126908	22310	2157	1041
3R	1179439	1180469	52531	1041	1030
3R	1180814	1182470	345	1030	1656
3R	1182734	1184086	264	1656	1352
3R	1184595	1194028	509	1352	9433
3R	1195262	1197466	1234	9433	2204
3R	1197517	1198119	51	2204	602
3R	1198314	1200356	195	602	2042
3R	1200792	1202183	436	2042	1391
3R	1202476	1203701	293	1391	1225
3R	1203815	1218587	114	1225	14772
3R	1212367	1213413	0	14772	1046
3R	1219628	1225235	6215	1046	5607
3R	1223365	1224918	0	5607	1553
3R	1226316	1229851	1398	1553	3535
3R	1232905	1238128	3054	3535	5223
3R	1240275	1284116	2147	5223	43841
3R	1251091	1252979	0	43841	1888
3R	1284285	1290475	31306	1888	6190
3R	1291352	1292823	877	6190	1471
3R	1293500	1295288	677	1471	1788
3R	1295185	1296358	0	1788	1173
3R	1296648	1298476	290	1173	1828
3R	1298532	1300322	56	1828	1790
3R	1300621	1311115	299	1790	10494
3R	1306029	1309628	0	10494	3599
3R	1311265	1315211	1637	3599	3946
3R	1315227	1328424	16	3946	13197
3R	1334564	1349050	6140	13197	14486
3R	1342839	1365006	0	14486	22167
3R	1365232	1373497	226	22167	8265
3R	1373837	1376354	340	8265	2517
3R	1378545	1380038	2191	2517	1493
3R	1380806	1383508	768	1493	2702
3R	1383385	1389374	0	2702	5989
3R	1389699	1390537	325	5989	838
3R	1390587	1393157	50	838	2570
3R	1393224	1394337	67	2570	1113
3R	1394643	1396213	306	1113	1570
3R	1396830	1404911	617	1570	8081
3R	1405023	1414102	112	8081	9079
3R	1414595	1415425	493	9079	830
3R	1415323	1417181	0	830	1858
3R	1417485	1420421	304	1858	2936
3R	1421086	1426858	665	2936	5772
3R	1427155	1428907	297	5772	1752
3R	1428958	1432265	51	1752	3307
3R	1433065	1438834	800	3307	5769
3R	1439080	1441661	246	5769	2581
3R	1442366	1449847	705	2581	7481
3R	1447841	1449847	0	7481	2006
3R	1450196	1451669	349	2006	1473
3R	1453574	1457755	1905	1473	4181
3R	1457914	1459043	159	4181	1129
3R	1459349	1460362	306	1129	1013
3R	1460348	1461346	0	1013	998
3R	1461623	1462574	277	998	951
3R	1462956	1464379	382	951	1423
3R	1464377	1474460	0	1423	10083
3R	1474787	1478351	327	10083	3564
3R	1478362	1480583	11	3564	2221
3R	1480861	1482058	278	2221	1197
3R	1481952	1485634	0	1197	3682
3R	1486357	1490891	723	3682	4534
3R	1490861	1495056	0	4534	4195
3R	1495435	1505652	379	4195	10217
3R	1505776	1511156	124	10217	5380
3R	1511577	1538559	421	5380	26982
3R	1516613	1519008	0	26982	2395
3R	1538697	1542527	19689	2395	3830
3R	1559235	1560424	16708	3830	1189
3R	1560420	1562077	0	1189	1657
3R	1562470	1563735	393	1657	1265
3R	1563900	1568198	165	1265	4298
3R	1568232	1571789	34	4298	3557
3R	1579040	1580496	7251	3557	1456
3R	1580654	1584719	158	1456	4065
3R	1584402	1606798	0	4065	22396
3R	1605037	1607030	0	22396	1993
3R	1607484	1613187	454	1993	5703
3R	1613059	1615106	0	5703	2047
3R	1615215	1617291	109	2047	2076
3R	1617601	1619105	310	2076	1504
3R	1619030	1620039	0	1504	1009
3R	1620427	1625716	388	1009	5289
3R	1628050	1638980	2334	5289	10930
3R	1639401	1644542	421	10930	5141
3R	1644516	1647162	0	5141	2646
3R	1647748	1650226	586	2646	2478
3R	1650327	1652298	101	2478	1971
3R	1655784	1657507	3486	1971	1723
3R	1657350	1664504	0	1723	7154
3R	1666908	1672290	2404	7154	5382
3R	1672942	1673899	652	5382	957
3R	1674675	1675410	776	957	735
3R	1674675	1675175	0	735	500
3R	1674887	1675410	0	500	523
3R	1675416	1682033	6	523	6617
3R	1682307	1683636	274	6617	1329
3R	1683799	1688133	163	1329	4334
3R	1688587	1765245	454	4334	76658
3R	1786045	1786707	20800	76658	662
3R	1797870	1800967	11163	662	3097
3R	1801897	1802539	930	3097	642
3R	1826148	1834301	23609	642	8153
3R	1836295	1837654	1994	8153	1359
3R	1851832	1852962	14178	1359	1130
3R	1853489	1854343	527	1130	854
3R	1853489	1854343	0	854	854
3R	1880432	1883259	26089	854	2827
3R	1902526	1904005	19267	2827	1479
3R	1914951	1926609	10946	1479	11658
3R	1933856	1935457	7247	11658	1601
3R	1935402	1936740	0	1601	1338
3R	1937392	1938019	652	1338	627
3R	1948314	1950127	10295	627	1813
3R	1975838	1982949	25711	1813	7111
3R	1993240	1996032	10291	7111	2792
3R	1999367	2000555	3335	2792	1188
3R	2010177	2011160	9622	1188	983
3R	2013037	2021125	1877	983	8088
3R	2024533	2033400	3408	8088	8867
3R	2035095	2039215	1695	8867	4120
3R	2041554	2043921	2339	4120	2367
3R	2044040	2047503	119	2367	3463
3R	2053234	2054550	5731	3463	1316
